ID,CURR_AGE,GENDER,ANN_INCOME,DT_MAINT
31042B58CS,51,M,1484501,43567
38567P09SU,51,F,1157553,43507
51329I35AV,33,M,965715,42871
47093H47LI,34,M,954384,43371
67584T20UU,28,F,1174276,43378
46188A68TS,27,M,1073548,43290
13609B18AF,45,M,849595,43173
38249F45MH,63,F,1618311,43285
07890O37RJ,41,F,1474847,43175
21172H23OZ,63,F,1874079,43418
56821V51QM,43,F,1112284,43583
56677P06SQ,61,F,1290308,43162
19456V52UB,39,M,909012,43351
83807E99LE,46,M,1642189,43465
37918Q43BZ,32,F,550911,43447
42881V39KS,43,F,956347,43620
10560L98OH,58,F,1531295,43313
90060Z57IZ,35,M,677762,43108
71329H47EE,52,M,920818,43463
19393N52XI,30,M,1094044,43492
78325U41DY,44,F,1334770,43591
38181Q03DN,47,F,1317881,43321
30992Y60RE,27,F,1182921,43497
15495M44SV,56,M,1031323,43523
30672P52YH,65,F,922080,43206
36747D93PF,53,F,591782,43272
75528X21IN,32,F,837593,43594
11216T19QK,49,M,1037572,43394
32183O04DL,31,M,658075,43405
31788T83RF,65,F,1513557,43257
02488S65OW,54,F,703675,43190
54993W00DV,60,M,1833145,43026
51500H58RL,64,F,1159622,43636
56678V32AC,46,M,1415522,43530
43698I80MD,50,F,1535590,43310
77535U63ZP,63,M,1546300,43424
96950S35LO,51,F,1051893,43262
02319L72DF,27,M,923473,43376
60790H59TF,51,M,1171348,43148
14269Y21YS,58,F,1300221,43565
37940W63ZT,29,F,885659,42646
23300H71HY,57,F,1358787,43168
25419F43IA,34,F,573859,43012
80840A88VZ,49,M,883590,43158
73569X09JX,65,F,1095353,43163
85763N89OL,60,M,1530750,43430
49927Q20TP,37,F,1504301,43380
46351D49XH,38,M,1725101,43194
34647R64CI,51,F,490222,43645
21038I49NF,55,M,1967841,43246
06757E01RH,59,F,1252969,43638
83418F26NB,47,M,1330362,42658
43259X76UD,44,F,801150,43491
45239K13BD,58,M,857788,43188
96901P76BY,40,M,860522,43103
91868Q96NQ,37,F,1471900,43188
77922Y45HT,42,M,855018,42643
06544A49DG,51,F,825914,43355
20804M34OP,44,F,936021,43623
46243U10FL,64,M,905149,43411
64609D11CL,60,F,1041652,43349
79185L36UF,31,F,1103633,43485
40137F82VL,26,F,776661,43027
63358J65SF,55,F,417699,43343
05156H32PE,29,M,1164277,43259
27671W80KK,30,F,505334,43443
20887P01UJ,60,M,1986515,43374
34686F39CT,31,M,1039835,42701
73191K81IL,44,F,1291852,42697
77129P67LH,55,F,1193888,43400
45309C24MR,45,M,895317,42809
38134X03SU,45,M,1822507,43234
90439C32EO,60,F,1854038,42897
44502P51ZH,26,M,1457107,43588
24994Q13MY,60,M,1713183,43302
27516H95IX,34,M,1017173,42762
43068G77FP,40,F,1506676,43294
12633D75IP,31,M,750442,43313
89563B19RH,64,F,1774717,43511
98260Y98XI,31,M,710245,43367
92064D34NE,26,F,1198463,43214
68449M33ZE,25,M,972128,43094
82126B82OK,57,M,1493399,42842
53214S85ZO,29,F,515997,43097
79915V44NR,64,F,1023517,43525
18955F97EC,56,F,1890490,42830
56317G27RZ,46,F,1448081,43369
16165O62TY,27,F,1162830,43470
59228V23DM,28,F,590759,42810
50793L07OP,41,M,1896266,43581
57810F54YT,42,M,945808,43301
87972J42XT,52,F,1761612,43075
41091J32GO,50,M,1565463,42886
69173H89WA,59,M,359203,43591
34239R66RE,58,F,518769,43615
22088R24ZF,38,F,1487945,43375
04686G12VU,27,M,1360496,43478
30591O40QD,54,M,848309,43204
25394G18NF,41,F,1108249,42949
98984Z45JF,63,F,1277210,42823
95615X70XO,44,F,848023,43599
80733N52TX,34,M,913378,43264
96407Q35BR,43,F,1084431,43326
02055X56JQ,56,F,1345170,43028
65448A15KC,54,M,1109047,43323
65507U54BK,33,F,672829,43545
57749K64RW,62,M,1433257,42646
29046X46SC,42,M,981277,43344
04944W65KA,48,M,1763960,43557
89977R62HS,30,F,747478,43642
42475N10RS,34,F,1033185,43593
11821Q73XB,48,F,1293149,42996
04277D97QA,46,F,1037311,43543
85454N19HC,62,M,1841768,43396
34380B82KA,49,M,1145884,43409
63320R32WM,64,F,1123150,43194
36241B26VZ,31,F,1084839,43097
24660O99PW,43,F,925193,43440
19126H59TM,48,M,1110954,43533
44955Z55LF,49,M,1879306,42635
06088P21PX,61,F,841727,43225
17886J94QW,49,F,893626,43405
52232K40RF,26,M,960222,43290
11623M05DB,45,F,1547465,43636
39909N12ID,33,M,1316635,43218
49125X91RA,53,M,1524908,43455
78943C79FO,56,F,1363600,43342
09148E57PY,50,M,1552388,43636
18696P18EV,37,F,804418,43104
09490I99VT,33,M,1155513,43529
01928I20IC,52,M,1237896,43230
22132O00KK,60,M,457180,43417
99070P27PS,39,F,894118,43252
02815B47TZ,28,F,798658,43162
13750W91KH,36,M,1112743,43410
33731S46RE,50,M,1244933,43368
72127S92DW,50,F,1437650,43373
04689D81SR,54,F,1797117,43527
55423F16OD,64,M,825571,43441
79075Z25QJ,43,F,1078368,42739
48617P80AF,61,F,1132654,43306
47820P24OS,42,M,1022458,43477
78122E60MH,39,F,1527491,43334
43301E54OY,32,M,1452515,43612
81893K80XJ,64,M,752132,42923
91614L18XD,34,F,803586,43065
94847G07UW,56,F,525430,42993
43846U85ZH,57,F,459573,43018
63067N52MO,58,F,1565503,43203
18016Q51OU,40,M,1207946,42843
70273F92GN,48,F,1256137,43406
09689R04YS,57,M,1034240,43485
76290W21EA,40,M,1166291,43403
97827F12WD,65,F,1300023,43252
73168S67BU,34,F,586690,43529
44026B81WV,45,M,1899858,43213
95046J15FB,36,M,1769409,42703
61494O92PL,37,M,933663,43208
96606O44UT,56,M,757383,43588
90670E42YH,50,F,1357083,43529
80716M66LJ,47,M,1572570,43461
12153A63YG,55,M,1799608,42636
06135J21KT,58,M,853646,43171
46391O02DZ,33,F,616132,43230
91714D44PF,51,M,1601981,43422
95877P28SJ,60,M,314244,43414
57029W00VA,52,M,371516,43334
62618B63HY,37,F,1163828,43215
82382E05QD,38,M,1054098,42769
85772V19BC,38,F,1150091,43514
75739J28HH,28,M,770926,43552
63032K12JZ,38,F,813996,43495
53483C96UM,49,F,1334361,43408
92850D36AY,40,M,1968521,43384
52165H28FT,29,M,828180,43260
95454D43WG,57,F,1770617,43271
12280F43OP,64,M,1277795,43203
18623O92AM,65,M,946673,43533
28961H74NB,49,M,1677974,43504
79510T11XZ,62,F,1196395,43068
18315L59YS,64,M,803834,42990
68375B23TG,61,M,1310036,42747
67080X13OL,34,F,503293,43399
91854F27HL,25,M,860536,43569
71086N33VD,25,F,864301,42899
52679E02CZ,37,M,827774,43182
95827B19SD,31,F,819231,43177
05130D60UG,64,F,1476409,43319
54213Z66XV,29,M,1299093,43170
63612R54KP,57,M,362336,42960
69318C66CJ,53,F,971605,42749
18207N10IC,38,M,1492900,43244
43354K76EY,50,M,1264412,43118
45449B76UH,34,F,1012822,43537
04263N32VG,25,F,1154853,43513
61853B01CG,60,F,1076398,43253
47240A24HZ,57,M,1418796,42681
69402P52LD,56,F,1114330,43471
20944V55TI,60,F,1225608,43428
55797S26RU,32,F,1135931,43147
36329F85XR,50,M,1617200,43472
83888V56IW,51,F,1993261,43515
98583T22EX,56,F,1737750,43446
27862S07RO,43,F,1411821,43434
56745G22CZ,49,F,1176499,43276
43790U12DO,48,M,1302422,43374
23662L08GA,36,F,1565016,43237
99691D77LQ,33,F,865238,43499
87376A65LW,30,M,659635,43454
16400S18GG,50,F,1019911,43183
17126P05IC,50,F,1092317,43455
51479J72IV,35,M,821897,43276
81649B67OI,43,F,1242279,43634
76833C23GT,37,M,1494451,43465
91293R27CW,62,F,1520119,43356
35100M31HT,47,F,1150146,43246
14450V43QP,65,M,419344,43377
78724L91ZU,42,M,1778290,43199
88392U36GB,29,F,837880,43383
10610R67QO,56,M,1584084,43180
06719X50RT,65,F,949141,43589
36743G78TH,57,M,586752,43171
16751S25SI,54,F,419454,43238
52993I55KN,33,F,1157434,43322
06965X04QO,30,M,878501,43423
19333K28SL,65,F,1319935,43307
99920V84KA,61,M,1005877,43423
65751R08TU,57,F,1596566,42850
44618M53VH,51,F,1330594,43425
10047W10DU,28,M,1047028,43598
41892W23KP,57,F,1169971,43612
37789S33PQ,57,F,1737362,43376
72515G05DQ,42,M,1429307,43516
38105Y35ZS,31,M,1226453,43503
46306X08BB,34,M,839007,43597
03804I94IT,58,F,1712438,43493
65686Y41OW,61,M,1191826,43240
51306W70WP,41,M,1847788,43357
90741T65TT,56,M,1420886,43179
53740J52AB,53,M,918938,42656
52395U87HC,46,F,1465749,43265
30789G23VB,42,M,849286,43421
54878A64PY,40,M,1471593,43153
49400E02RO,49,M,1045354,43457
51843H12ZF,30,F,597655,43131
35936O55CY,39,F,1053748,43284
05336C07KJ,40,F,1168474,43528
79570F54TG,58,M,1733645,43271
91453T78UU,29,M,1226929,43300
91467R56XD,64,M,531296,43299
52786W60DG,31,M,1195904,43487
44293T99QK,50,F,871212,43336
01724Z75ZR,25,F,1181895,43320
61091Y21ZP,33,M,666873,43215
42648I38EC,43,M,1909346,43195
54424H05TK,60,F,1512180,43574
85577M21FT,51,F,609563,43406
45305P16CN,63,M,1618161,42917
12114Y50XX,58,M,1921140,43461
36877U71BY,65,M,1152882,42805
98479H14OH,25,M,778757,43606
57639T93OF,48,M,1905408,43486
79179Y28ZH,36,F,1107143,43598
13920F61CA,47,F,941393,43167
81728D38JL,34,M,1380038,43251
05995W57UY,59,F,428541,43190
46727Z39ZX,39,M,1808951,43290
86666J84HI,49,F,1151623,43190
84854Y64EX,30,F,931173,43573
69381I47BT,43,F,1547847,43387
32436J11TN,28,F,1036432,43529
05151O75AF,31,F,1065856,42658
15000V47RO,50,M,1419860,43216
64445K59XF,57,M,894532,43387
06037F06LT,49,M,1278425,43323
07529B20DX,26,M,731678,43421
95222I65HI,59,M,541849,43224
19876M46ML,57,F,951111,43590
83595B63XZ,37,F,1290555,43330
50164C02TF,29,M,1346949,43227
53334T37MJ,51,M,1635632,43150
27249W81RH,45,M,1011263,42807
27113V72AI,35,F,630618,42780
31236N02XC,59,F,690435,42990
03474G69YD,53,F,1470104,43611
10146K48DO,40,M,1758100,43567
18180D28VL,33,F,641250,43102
45799I32XE,58,M,1846156,43619
07654S62FJ,29,F,509946,43441
49338T71AR,46,F,1518402,43306
80997Z95BR,42,F,1186792,43355
84547W28SN,41,M,886569,43281
21270C43HQ,56,M,1911222,43604
41721H53AC,31,M,1046021,43327
88893P31RD,58,M,756072,43486
20588H27ZG,62,M,1698102,43197
87514A51NU,56,M,1927683,43502
57437Z07HH,58,F,1573193,43480
05999Z92UN,25,M,1280923,43606
12214M47FN,34,M,1030807,43234
19885C63BP,37,M,1916352,43187
72402K60ST,28,F,913827,42918
21630S77NJ,46,F,828049,43206
25760P10NF,43,M,1706729,43340
93459U08BC,29,M,1180734,43279
44490H95VJ,53,F,1498811,43501
96462I17XN,59,F,1581381,42886
30335E35GP,30,M,1150719,43324
39711J46ZN,45,F,835478,43486
54393Z16IM,35,M,873751,43377
17901N69DL,39,M,1081439,43249
44843A33PI,49,F,879334,42982
73949B71CZ,38,M,988973,43200
32406F79FX,39,F,819967,43474
33036G04MP,29,F,785459,43150
87897N47WK,65,M,1326509,43298
79689T03GA,61,F,1667285,43343
62457Q70PG,61,F,1322283,43470
22680Z12FR,48,M,885455,43558
47466K43DZ,45,F,1582592,43350
45644P32DH,51,F,477684,43400
44323C47KD,49,M,1098426,43358
81348S94XP,60,F,536475,43220
49907N45GM,28,M,1006791,43259
11833I70GY,59,F,1310845,43236
26928H52VQ,65,F,1032549,43164
08822O04VQ,56,M,958465,43172
63788N70KC,25,F,684304,43439
11512T10YT,41,M,1937122,43505
39113W66TQ,33,F,739648,43511
93054Z63QW,52,F,1215694,43434
30136P85TD,65,F,1239671,43445
31136O74YP,36,M,1055974,43222
15923T84QN,43,F,910627,43316
35588Q42CH,34,F,549901,42795
61224T86IN,64,M,1989549,43164
99110O05MN,41,F,983523,42734
50256I37LV,60,F,363069,43453
75443I05MX,28,M,1144894,43426
42684E38CF,61,F,572626,43160
73565F35LA,27,M,1479865,43593
78505G40NF,57,M,1862413,43102
96916I27DJ,40,F,1143779,43625
38734E17UG,38,M,1869968,43571
33369U36RJ,46,F,1199143,43512
08464H60FA,61,F,1394888,43303
48408O81SQ,45,M,1794094,43390
34215O83NF,63,M,837884,43267
46077S02MQ,41,M,1982284,43157
67207A78VW,60,F,801206,43447
65297F59ZK,54,F,955506,43159
35534C80PM,30,M,1375653,43161
36186U71JF,29,F,1137002,43343
55894R08WO,52,M,1837577,43071
58263C67IU,43,M,1013473,43403
23543Z86BG,39,M,1083793,43619
43639R50YP,56,M,1466951,43454
18055T11NV,61,M,916448,43134
46798T66KW,54,M,1802175,43273
67030R92WV,41,M,802412,43132
51708Q26EW,26,F,1183565,43576
83093N51EH,51,M,1426084,43632
33323H37MT,56,M,691274,43425
57846B18SE,29,F,698450,43270
99965I49EY,28,F,1169071,42932
30175G84BF,45,M,1586357,42988
18967U34JB,36,M,924836,43233
24312N30XM,27,M,917549,43606
48523D76BW,42,F,1542812,43268
63857U42PA,29,M,1423659,43366
57680L67AS,25,F,611828,43007
81564V28HQ,54,F,1360594,43367
85938Y42FX,32,M,835606,43547
23741G91AQ,64,M,1595027,43592
21464Q50JE,43,F,1574195,42882
92442F72MN,56,M,1702673,43102
85056F92HT,46,F,800121,42843
82692W72JP,40,F,1251220,43176
72743N86HF,57,F,1333081,43298
30136C72RL,44,F,1318054,43419
27253Y21TC,50,F,1320594,43253
90626M54CY,53,M,1114956,43169
79437L45SJ,44,M,1909718,43640
65605W17QY,43,M,1941477,43247
96049Y39KJ,42,M,1960059,43504
90874N74GQ,26,M,1115882,43445
81343I06SV,34,F,603738,43636
98562I25LG,37,F,1576414,43279
55213S47JT,45,M,1533927,43457
11361J68FR,37,F,930853,43463
25025X19VB,47,M,1417378,43545
77275Q08QZ,25,M,1106011,43281
28515J05BP,44,M,1285940,42770
50732K15AE,55,F,678009,43330
43967C70HM,53,F,1445879,42996
55466T54SM,42,F,1435421,43198
43540E46UJ,59,F,479386,43469
55451E58VA,48,F,1349110,43298
09378Q88XR,38,F,906530,43582
30047V63EA,58,M,1038139,42808
34614I72MD,65,F,1850815,43248
33716N16JM,49,F,1175323,43390
54471R97PI,42,M,1826428,43139
69642X97AA,40,F,1379166,43269
12953X53VA,25,F,511199,43164
22896H61CI,62,M,479202,43211
45040J35GR,45,M,1261714,43459
37083B62ZL,62,M,1543679,42798
93348Z46DH,35,F,979165,43336
27615O28SK,44,F,1059423,43358
33222R78IY,37,F,1310447,43447
15757N54FT,40,F,1230441,43586
06344O45CZ,26,M,1356604,43373
84235U91GN,52,M,1170280,43616
84062I55VO,51,F,429571,43186
54226A27WK,53,F,1397969,43417
25113H03DZ,47,M,1075447,43323
96550V70CR,59,F,977952,43296
93849D61QJ,57,F,1138297,43621
60135X89FJ,48,M,1596909,43356
28715X74FQ,31,F,1064590,43321
64079K14SN,35,M,1449900,43499
35250O24RX,46,M,1259370,43546
58744Z79VD,32,M,968706,43154
97144M19EH,54,F,1953338,43179
03714A43JC,51,F,330209,42647
51338H50NB,56,M,405187,42656
83580N20RE,64,F,353060,43281
85036R12JK,56,M,1506747,42913
15513A85IK,45,F,1474726,43206
44153K48KQ,48,M,1893938,42966
59387E12DP,51,F,1739018,43440
34461D69FG,46,F,1316652,43329
34725S54IN,41,F,1365920,43646
91618G81OM,35,M,1097857,43434
21947H69XE,25,F,983325,43253
59671M97IO,39,M,1390218,43493
62943U90QS,29,F,812144,43343
14685E02BC,65,M,772339,43239
32771D34IM,35,F,708071,43443
05795R73YO,36,M,918602,43291
67631L42JE,51,M,1690727,43376
97269B96AI,61,M,1617295,43348
08648S85NZ,58,M,1720929,43251
73521X47BR,33,F,747013,43240
54661S63XZ,43,M,1575415,43386
19500K02OM,64,M,446942,43172
75135Y72PU,63,M,1173625,43270
13565X67JE,54,F,1911528,43525
82728M34AC,51,M,475202,43596
10401C86MJ,34,F,661624,43361
41362C66ML,28,M,639249,42927
07358N32VE,53,F,674694,43385
76313V32MJ,50,F,1177591,43272
45411T47BD,30,F,924248,43588
67095B81FH,41,F,868540,43592
48495C00AV,53,M,1201420,43424
98561V11DP,43,M,1996913,42669
87687X03MY,55,M,990176,43572
02075J94OU,34,M,703674,43406
24543O89RB,59,M,981558,43270
18803Z01RF,42,M,1642536,43040
74080A71OH,43,M,1735384,43274
04707K16HZ,30,M,771738,43282
11421B95PQ,32,F,1003170,43376
54994M21AS,44,F,1254561,43525
47365Y70ST,64,F,1487859,43399
12279C07PO,38,M,1502093,43311
02998A02KF,42,M,1657136,43414
06807V25UE,40,M,1469546,42834
27036P89ON,28,M,1242846,43158
33125A53AX,65,M,1613856,43557
82851H85PL,64,F,1444466,43539
94044R90PW,36,F,828834,43347
48066K90JG,59,M,1078846,43478
39527Z47NS,56,F,592233,43447
75409L55AC,64,F,885210,43380
39172C70YS,65,M,1926742,43410
68466O73FJ,54,M,1064882,43562
44258H67SI,35,F,1132892,43410
85125K47FZ,60,F,1595365,43567
05249W52ZH,63,F,416746,43394
18206H38FX,48,F,1519044,43439
81034H80EI,31,F,1005201,43402
72772N57MA,34,F,1078385,43352
70973C86XK,44,M,1279550,42907
61401F98MG,36,F,1580750,43287
55964F39TR,61,M,1200547,43240
92655U25HP,35,F,746492,42779
73142E10PT,42,F,975790,43345
92242U26XY,59,F,1227831,42798
65376B35XH,55,F,1463621,43203
09352Z96SQ,49,F,1326418,43484
82811D13KE,58,F,1086409,42889
02499I43TI,39,F,1457976,43399
32782A44EJ,31,F,920786,43127
33194S24CK,25,F,505764,43399
85777H46YE,52,F,1294544,43506
13520P40GQ,32,F,672484,43468
24196W25AC,42,F,1599058,43493
68359N52VC,36,F,1208914,43288
35449B59KY,59,F,1196411,43583
43885Y60LG,54,M,526426,43611
22301Z85VC,56,F,677447,42939
79199D56ZG,28,M,1045959,43439
53182O49LZ,36,F,953831,43529
36529M94YF,45,F,1329232,43510
29898A50FL,25,M,1043432,43249
41683P20JY,37,M,1009471,43569
18032T83DP,53,F,1297740,43333
44025H51SN,37,F,1170819,43442
47629U69FA,39,M,842451,43344
27530K04YX,32,F,891465,43575
79085M74NQ,48,F,1358021,43377
29600Q12AF,30,M,1055100,42931
90185U89JQ,62,M,1406571,43329
56261B69NU,42,M,1332799,43456
75555G65UE,42,F,1013264,43600
54298N32MF,60,M,1017990,43192
21736V10RX,41,M,1176167,43572
38372J37WS,38,M,1072902,43262
17575C25SD,54,M,539913,43163
96186G94ER,32,F,775568,43181
91717V44PI,27,F,607172,43531
64214V10ML,28,F,968259,43443
53152L29HQ,36,M,1574061,43442
59972L07RK,60,M,1522468,43314
30970W91VS,65,M,1557866,42714
79486X63NH,31,M,1174759,43335
16635U89UE,61,F,700031,43221
65007V34CB,65,F,391469,42855
41699Q39TU,60,M,1514209,42898
11171Z79VP,60,F,1975753,42976
54271L72IQ,48,F,845114,42964
71578E96PT,44,F,1017456,43261
40706Z01EZ,31,F,1107348,43635
28360F63TL,64,M,1386940,43177
83471V77QB,63,M,628410,43188
61421X12JU,46,F,1474576,43298
98825W67XD,51,F,1858251,43487
92052V71PM,35,F,1035256,43463
62811L78DD,63,F,1278835,43477
79103B40ZG,25,M,941036,43482
48516K31QT,28,M,1216863,43559
05557V67YP,51,F,1321099,43311
92325Z96YV,56,M,1462292,43307
17022D59CQ,52,M,1701088,43412
84780P31YN,54,M,864821,43453
81061B50EG,49,M,1466091,43212
44051D52MR,36,M,1856784,43182
85181F86UD,52,F,415617,43440
29101F30KX,37,M,1482325,43465
24698C06ME,52,M,777359,43358
65453H18YX,46,M,929788,43616
80507O75SA,46,M,1225941,43165
49775Y88AN,57,F,1303544,43588
30566C37PP,64,F,1712739,42823
81537P96UH,63,F,1641208,42705
97998N43ND,30,M,1411116,42793
22747I93CR,56,F,1783511,43270
14865D32WE,59,F,1913236,43461
62973Y66KM,32,M,679527,43393
47206L05HQ,43,M,1185594,43380
60571U72HA,57,M,1859923,42717
09732Q12BZ,40,M,940252,43566
65852T60TA,63,M,1966862,43646
50512Z66ZA,26,M,765401,43260
74095J41EY,50,F,808869,43472
07379R02VA,46,M,1857271,43331
98159X85RJ,45,M,1200717,43360
36507E33KB,53,M,1644072,43525
09509G62KA,30,F,1124659,42974
96732U83KW,48,F,1375003,43169
98828M73VJ,39,F,918467,43351
00645Z57WI,51,M,773443,43497
54590A73MD,58,M,493359,43423
67386P25ZA,40,M,848255,43593
51988S14WU,46,F,992390,43265
65759G33WU,35,M,1107463,43377
21484F66AN,48,F,1541488,42749
04459N69MV,36,F,1359666,43242
86837H83BV,35,F,701173,42836
78468L24IH,52,F,1764374,42830
35647N62JO,50,F,1299693,42975
46177R42RW,27,M,1436185,42854
95595E80IO,62,M,1153703,43401
68434Y90TA,33,M,882805,43151
87620B75MN,42,M,1935968,43193
71412H79XR,54,M,1739007,43362
63620H94PC,56,M,1958070,43459
64455W66CY,61,M,1820235,43538
93176G21GI,43,M,1939827,43250
22163D76MW,57,M,803612,43340
01241P61RK,51,M,1496750,43366
27449E86HN,28,M,611758,43560
31415U31TW,61,F,488635,43442
75433J29YU,27,F,584583,43326
61211U23KZ,35,F,1187402,43172
05720S04XQ,35,F,1042385,43111
92572J36WR,50,F,1485119,43535
58379S76UH,55,F,1370205,43400
85616N52PN,48,F,810770,43161
52271U79BT,62,F,455857,43528
22301S52LM,54,M,915310,43258
60002C81KN,26,F,901410,42987
97190E18QL,56,M,441915,43180
75226H59QL,43,F,923221,43157
55523L97XR,54,M,1047165,43122
44176Q19JB,45,F,1025648,43087
16345N33ZZ,65,F,1853546,43480
50416O40TQ,29,M,632589,42830
28440P62UF,60,F,389337,43224
33338P74HT,58,M,1745517,43237
07908R53QG,27,F,861394,43420
59930G09GA,46,F,1357226,43336
01873P12BW,45,M,1922972,43617
75862A43RG,51,M,1410124,43320
47382C20NI,51,M,1987197,43076
71694N39YN,26,F,505006,43243
19844R28IA,31,F,927860,43451
35863U64QZ,64,M,1944957,43376
94187L80SZ,33,F,670317,43006
99673F18SO,65,M,1863489,43539
76072G17PX,49,F,1214789,43589
12807R57NJ,52,M,1078348,43276
47168Y71TQ,41,F,1445733,43159
32929W83AT,63,M,736568,43437
73015S11IX,47,M,1927834,43244
21449S75DB,33,F,506592,43570
19185X83YF,58,M,868814,43352
21800M54KD,25,F,897734,43403
90024L23JY,61,M,1784405,43301
36695Z58HQ,51,M,1751415,43178
21699F74TD,65,M,957390,43524
74643H46XI,36,F,1536689,43574
85462D37YJ,28,M,809330,43392
85158S97ZQ,25,F,1071079,42846
64439F69FX,44,M,1016585,42850
57671F97GG,36,F,945011,43626
66875T99JY,37,F,1576537,43213
36019T10MN,42,F,1325662,43197
19454F56OB,60,F,1835436,43219
16959K45UR,61,M,1107845,43205
68585Z76RI,55,F,778550,43334
70498T17SG,34,F,982541,42663
54395B75NL,36,F,1084556,43377
88687V57CZ,48,M,1800905,43281
65620M35BQ,46,F,1087650,43134
61832Z90ER,59,F,567966,43147
95510Q90NG,52,F,1958731,42651
10954Y30PU,57,F,1099386,43555
95217S77PU,47,F,1377468,43200
46995H06AO,41,M,1651817,43374
62530S53CC,53,M,1993150,43416
91929Q36VO,65,M,889196,42914
87954V81MQ,26,M,1025788,43525
40286V44JT,41,F,1314505,43302
42038X21DM,61,M,929249,43504
89010C22SJ,51,M,1188536,43378
48703L63ZM,27,F,865657,43451
48566M85JD,26,F,657634,43381
17348W70FB,59,M,360881,43421
50498Z63VI,55,F,1699564,43156
45566J49LG,25,M,1304471,43409
43441T85ZP,56,F,1039669,43331
02639U84XT,59,M,1429633,42832
87441A94DG,25,M,761787,43553
80578B70CX,58,M,1765330,43203
33820F06II,46,M,1936503,43208
46627U65BB,47,F,982255,43575
66247H60TA,49,F,1175149,43145
01551F92UQ,39,M,1371450,43123
97415E31MR,58,F,1398961,43377
38554R19FA,32,M,1081964,43300
44724C31NT,50,F,946655,43312
05762X40PY,39,M,1998121,42943
17614Z38HE,33,F,1100713,42890
69079N86ZI,54,F,686734,43116
14610R38HZ,42,M,1747801,43614
01265W82UC,28,M,896980,43219
48859G44JS,52,F,1598996,43392
52753G42TJ,31,F,696925,43562
89046M27IY,39,F,1568681,43597
84739E62FW,25,F,940396,43616
31823F79LB,28,M,947276,42970
98621C23OL,30,M,1333109,43353
31667Q78ED,63,M,1103576,43640
07609B40BQ,31,M,950240,43177
93074O44UC,42,M,906512,43157
59610W49QS,34,M,883901,43559
53134S53LG,41,M,907616,43464
72980V00JW,41,M,815671,43173
23799M34PI,51,F,1268220,43337
09058S37HC,40,M,1995407,42890
50817T86HP,44,F,1174926,43192
02702R61XU,53,M,564633,43415
80532Z14ZP,57,F,1118302,43607
01727L34RV,32,F,890427,43528
95079R41BZ,41,M,1131147,43499
23800Y13FE,57,M,1851558,42645
05981D22FZ,61,M,981130,43259
20180O81AB,61,M,1479793,43577
17070A72RX,37,M,1916413,42951
05382M51FC,29,F,1140349,43086
10418W64FW,28,M,1066066,43629
51677W56LB,53,F,1546417,43338
63708B22XA,56,M,916869,42820
27155Q62GG,35,F,659113,43365
93023K62CA,30,F,563751,43242
13535X56SW,36,M,1230651,43426
27056S20UN,32,M,1033063,43398
10572O17DD,35,F,956903,43415
71049O61JH,55,F,1496797,43636
46440F77KB,43,M,1830457,43190
46078L34FG,27,F,1029673,43312
10672T93KT,47,M,1558525,43057
57668Z15LG,55,F,1720866,43320
11097Z78RD,25,F,565848,43417
00877U10SW,33,M,1145748,43338
69849L42FH,25,M,1220179,43288
33313N28SU,28,M,605032,43320
09276Z77AW,36,F,1117618,43508
60746N12OM,56,M,1957062,43310
91213X34KG,45,M,1265609,43549
84030P31IK,25,F,795870,43201
95468E97BB,48,F,856347,43379
87466B27NZ,31,F,904144,42783
84133T08XE,42,M,1502893,43246
74457R68JV,48,F,1235381,42737
09824W76TD,63,F,1171250,43528
62635E39UC,32,F,620639,43360
99408B16JA,56,F,798095,43013
33647T76UO,54,F,729120,43557
84711V67MK,38,M,1549028,43372
62585F11LN,43,F,850724,43134
56945B71JA,45,F,1518176,43130
48157R95EC,30,M,1198372,43440
52307Y81WC,55,F,1403115,43437
33223J03OZ,60,M,991600,43340
08415M40FB,57,F,1253620,42932
51451G48QV,52,M,868022,43347
09847L94CD,38,M,1330347,43534
06064O60RQ,48,M,1108641,43251
34650U76JP,28,F,710126,43473
64226P02VD,53,F,379744,43367
39811A42LR,37,F,1385594,43299
24506R24FF,35,M,997950,42684
12706D19TW,25,F,711396,43160
52663H79CZ,46,F,1031087,42946
25873O84VR,63,M,475596,43156
30768Y64HL,64,F,1104322,43351
53259K84SV,30,M,960808,43104
01116X39FF,26,F,811403,43295
98180Z65YE,60,F,414173,43149
52824K47HS,50,M,1762398,43279
29799G05YA,60,M,608122,43581
03532B37CK,52,F,1080745,43110
49713F44TS,55,F,647578,43312
04743L60QX,30,F,528654,43574
83419E92HC,64,F,1676689,43413
42021O48NH,38,F,1393300,43229
82975Y67IK,52,F,351200,43300
39057V60WI,45,M,1140050,43643
59180O92KB,53,M,432525,43228
27555I54GE,52,M,1540525,43159
40846U13YP,39,F,932788,43557
30136S82ZB,61,M,1956798,43389
11126O41GS,57,F,659129,42699
62452Q68FE,25,M,922127,43501
69194X59HH,35,M,946593,43416
12460A91AY,54,M,895148,43417
71173I77GY,45,F,1343595,42960
27955R31ZP,36,F,946254,43625
28394S01SM,34,M,916092,43471
59128U65MB,55,M,1120828,43542
45428Y06IV,32,M,1268672,43231
89174U27ZP,37,F,1422128,43418
53065L39UJ,30,F,1178266,43278
68826Y71PP,59,F,956715,43150
